mouse,method,model,input,n_trials,n_features,clip_frames,cv_folds,mean_acc,std_acc,mean_f1,std_f1,source,cache_path,best_model
dynamic29234-6-9-Video-8744edeac3b4d1ce16b680916b5267ce,Turnover,cnn1d,vector,729,720,240,5,0.7916580066131318,0.08642557003537064,0.5378722250442795,0.18456706337942386,cache,/orfeo/scratch/area/ygardinazzi/sensorium_2026/derivatives/grid-15x15x10_norm-by_minmax/dynamic29234-6-9-Video-8744edeac3b4d1ce16b680916b5267ce/cache/dynamic29234-6-9-Video-8744edeac3b4d1ce16b680916b5267ce_Turnover_p30_pertrial1_clip240.npz,cnn3d
dynamic29234-6-9-Video-8744edeac3b4d1ce16b680916b5267ce,Turnover,cnn3d,grid,729,720,240,5,1.0,0.0,1.0,0.0,cache,/orfeo/scratch/area/ygardinazzi/sensorium_2026/derivatives/grid-15x15x10_norm-by_minmax/dynamic29234-6-9-Video-8744edeac3b4d1ce16b680916b5267ce/cache/dynamic29234-6-9-Video-8744edeac3b4d1ce16b680916b5267ce_Turnover_p30_pertrial1_clip240.npz,cnn3d
dynamic29513-3-5-Video-8744edeac3b4d1ce16b680916b5267ce,Turnover,logreg,vector,713,900,300,5,0.9424702058504874,0.010447620473409814,0.8708958055613494,0.02635568024021202,cache,/orfeo/scratch/area/ygardinazzi/sensorium_2026/derivatives/grid-15x15x10_norm-by_minmax/dynamic29513-3-5-Video-8744edeac3b4d1ce16b680916b5267ce/cache/dynamic29513-3-5-Video-8744edeac3b4d1ce16b680916b5267ce_Turnover_p30_pertrial1_clip300.npz,cnn3d
dynamic29513-3-5-Video-8744edeac3b4d1ce16b680916b5267ce,Turnover,mlp,vector,713,900,300,5,0.9481138579730128,0.008363771457029804,0.8908599513580956,0.03069058788772438,cache,/orfeo/scratch/area/ygardinazzi/sensorium_2026/derivatives/grid-15x15x10_norm-by_minmax/dynamic29513-3-5-Video-8744edeac3b4d1ce16b680916b5267ce/cache/dynamic29513-3-5-Video-8744edeac3b4d1ce16b680916b5267ce_Turnover_p30_pertrial1_clip300.npz,cnn3d
dynamic29513-3-5-Video-8744edeac3b4d1ce16b680916b5267ce,Turnover,cnn1d,vector,713,900,300,5,0.7210972126465084,0.09802536254327787,0.3690017729944929,0.07445704313964217,cache,/orfeo/scratch/area/ygardinazzi/sensorium_2026/derivatives/grid-15x15x10_norm-by_minmax/dynamic29513-3-5-Video-8744edeac3b4d1ce16b680916b5267ce/cache/dynamic29513-3-5-Video-8744edeac3b4d1ce16b680916b5267ce_Turnover_p30_pertrial1_clip300.npz,cnn3d
dynamic29513-3-5-Video-8744edeac3b4d1ce16b680916b5267ce,Turnover,cnn3d,grid,713,900,300,5,0.9915985423027676,0.00815351195398742,0.9871809502271119,0.012255770097763997,cache,/orfeo/scratch/area/ygardinazzi/sensorium_2026/derivatives/grid-15x15x10_norm-by_minmax/dynamic29513-3-5-Video-8744edeac3b4d1ce16b680916b5267ce/cache/dynamic29513-3-5-Video-8744edeac3b4d1ce16b680916b5267ce_Turnover_p30_pertrial1_clip300.npz,cnn3d
dynamic29514-2-9-Video-8744edeac3b4d1ce16b680916b5267ce,Turnover,logreg,vector,723,720,240,5,0.9045306513409962,0.0162384320419469,0.8367870709580012,0.023977655434383998,cache,/orfeo/scratch/area/ygardinazzi/sensorium_2026/derivatives/grid-15x15x10_norm-by_minmax/dynamic29514-2-9-Video-8744edeac3b4d1ce16b680916b5267ce/cache/dynamic29514-2-9-Video-8744edeac3b4d1ce16b680916b5267ce_Turnover_p30_pertrial1_clip240.npz,cnn3d
dynamic29514-2-9-Video-8744edeac3b4d1ce16b680916b5267ce,Turnover,mlp,vector,723,720,240,5,0.9155938697318007,0.024713954196146318,0.8522886770713075,0.03036954941371799,cache,/orfeo/scratch/area/ygardinazzi/sensorium_2026/derivatives/grid-15x15x10_norm-by_minmax/dynamic29514-2-9-Video-8744edeac3b4d1ce16b680916b5267ce/cache/dynamic29514-2-9-Video-8744edeac3b4d1ce16b680916b5267ce_Turnover_p30_pertrial1_clip240.npz,cnn3d
dynamic29514-2-9-Video-8744edeac3b4d1ce16b680916b5267ce,Turnover,cnn1d,vector,723,720,240,5,0.6489272030651341,0.1120397127554914,0.3826413803149291,0.07827266521102196,cache,/orfeo/scratch/area/ygardinazzi/sensorium_2026/derivatives/grid-15x15x10_norm-by_minmax/dynamic29514-2-9-Video-8744edeac3b4d1ce16b680916b5267ce/cache/dynamic29514-2-9-Video-8744edeac3b4d1ce16b680916b5267ce_Turnover_p30_pertrial1_clip240.npz,cnn3d
dynamic29514-2-9-Video-8744edeac3b4d1ce16b680916b5267ce,Turnover,cnn3d,grid,723,720,240,5,0.9944731800766282,0.008044357618461232,0.9905281259458707,0.014032456475652627,cache,/orfeo/scratch/area/ygardinazzi/sensorium_2026/derivatives/grid-15x15x10_norm-by_minmax/dynamic29514-2-9-Video-8744edeac3b4d1ce16b680916b5267ce/cache/dynamic29514-2-9-Video-8744edeac3b4d1ce16b680916b5267ce_Turnover_p30_pertrial1_clip240.npz,cnn3d
